AIDP,ID,GENDER,NATIONALITY,MOHAFAZA,MAJOR_DESC,UG/GR,Med Student (Yes/No),New Student (Yes/No),GPA,Column1,TUITION,FATHER_STATUS,FATHER_JOB_STATUS,FATHER_INCOME,MOTHER_STATUS,MOTHER_JOB_STATUS,MOTHER_INCOME,SIBLING_AUB,SIBLING_UNIVERSITY,SIBLING_SCHOOL,TOTAL_SIBLING_INCOME,OTHER_RESOURCE,Othere resources (yes/no),STUDENT_STATMENT,Student statement (applicaple/non applicable),PERC,Main priorities,High/low priorities,ACAD_STAND
FA,141,M,Iraq,n/a,History,UG,No,No,81.5,B+,10965,Married,Self-Employed,0,Married,UnEmployed,48081.17,0,0,2,0,none,no,none,non applicable,70,priority 1,1,Good Standing
FA,142,F,Lebanon,South,Majorless,UG,No,No,2.6,B-,10965,Married,Employed,141564,Married,Employed,32311,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,143,F,Lebanon,Aakkar,Business Administration,UG,No,No,3.1,B+,12690,Divorced,Employed,110424,Married,Employed,69302,1,0,1,0,"
Educational Benefit",yes,none,non applicable,0,priority 4,0,Good Standing
FA,144,M,Lebanon,Beirut,Electrical & Computer Eng'g,GR,No,No,3.7,A-,3285,Married,UnEmloyed,0,Divorced,UnEmployed,0,0,0,0,16500,"
sibling's salary",yes,none,non applicable,20,priority 3,0,Good Standing
FA,145,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,80.8,B+,13110,Deceased,UnEmloyed,0,Widowed,Employed,5968.17,0,0,0,0,Annual Amount Interest,yes,none,non applicable,30,priority 3,0,Good Standing
FA,146,M,Lebanon,Beirut,Environmental Health,UG,No,No,3.7,A-,12210,Married,Self-Employed,35145.89,Married,UnEmployed,0,1,0,0,0,End of year service for mother,yes,none,non applicable,25,priority 3,0,Good Standing
FA,147,F,Lebanon,Nabatieh,Biology,UG,No,No,3.6,A-,9300,Married,Employed,57318.3,Married,Never Worked,0,0,1,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,148,M,Venezuela,Mount Lebanon,Architecture,UG,No,No,77.5,B ,12236,Married,Employed,48416.45,Married,SelfEmployed,11936.34,0,0,1,0,Educational benefits,yes,none,non applicable,25,priority 3,0,Good Standing
FA,149,F,Lebanon,n/a,Business Administration,UG,No,No,84.6,A-,12690,Married,Self-Employed,13262.6,Married,Employed,52284.72,0,0,1,0,none,no,"
I hope you take into consideration my severe situation as this university is my dream university ever since i was a child. It would cruch me deeply if i had to leave next year.",applicable,0,priority 4,0,Good Standing
FA,150,F,Lebanon,Mount Lebanon,Psychology,UG,No,No,79.9,B+,8772,Divorced,Employed,0,Divorced,UnEmployed,4353.45,0,0,0,0,"Maternal grandfather was a general in the army. He passed away; hence, his monthly income of 6,565,000LL has been transmitted to my mother.",yes,"Despite obligations, my father is not contributing any help of any kind, even financially. Our only sole income is my mother's income, from the army.",applicable,25,priority 3,0,Good Standing
FA,151,M,Lebanon,North,Business Administration,UG,No,No,84.2,A-,12690,Married,Employed,40451.46,Married,UnEmployed,0,0,1,1,0,none,no,"My sister is following her studies at ESSEC-Paris,
over her school fees, my parents have to pay 712 Euros per month for Lodging (Documents available)",applicable,20,priority 3,0,Good Standing
FA,152,M,Lebanon,Mount Lebanon,Computer Science,UG,No,No,75.5,B,9300,Married,Employed,29840.85,Married,UnEmployed,0,1,1,1,0,"
educational benefits
",yes,none,non applicable,20,priority 3,0,"Acad.Prob.1, Prev.Pr"
FA,153,F,Syria,n/a,Business Administration,UG,No,No,77.1,B ,11844,Married,Self-Employed,99469.5,Married,Never Worked,0,0,0,1,0,"
Cash Savings in Syria",yes,none,non applicable,35,priority 3,1,Good Standing
FA,154,M,Lebanon,Mount Lebanon,Electrical & Computer Eng'g,UG,No,No,75.8,B,11362,Married,Employed,71618.04,Married,UnEmployed,0,1,0,1,0,"
Rent of Assets
",yes,none,non applicable,15,priority 4,0,Good Standing
FA,155,F,Lebanon,Baalbak Hermel,Business Administration,UG,No,No,81,B+,12690,Married,Employed,41084.88,Married,UnEmployed,0,0,1,0,0,Educational Benefits,yes,The house we live in belongs to my garndfather. My sister currently pursuing her masters degree in France.,applicable,20,priority 3,0,Good Standing
FA,156,F,Lebanon,Mount Lebanon,Nutrition & Dietetics,UG,No,No,2.6,B-,11046,Married,Retired,40258.84,Married,Never Worked,0,0,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,157,F,United States of America,n/a,Psychology,UG,No,No,86.8,A-,6579,Married,Retired,0,Married,Never Worked,0,0,0,2,0,"
father's retirement salary",yes,none,non applicable,15,priority 4,0,Good Standing
FA,158,M,Lebanon,South,Civil Engineering,UG,No,No,76.4,B,13110,Married,Self-Employed,19893.9,Married,Employed,29442.97,1,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,159,M,Lebanon,n/a,Civil Engineering,UG,No,No,77.1,B ,13110,Married,Self-Employed,86206.9,Married,UnEmployed,0,2,0,0,0,none,no,none,non applicable,60,priority 1,1,Good Standing
FA,160,F,Lebanon,Mount Lebanon,Architecture,UG,No,No,3.5,A-,13110,Married,Self-Employed,50000,Married,Employed,60921,0,0,1,0,"
educational benefits",yes,none,non applicable,0,priority 4,0,Good Standing
FA,161,F,Lebanon,Mount Lebanon,Business Administration,UG,No,No,3.1,B+,12690,Married,Employed,90185,Married,Employed,58525,0,0,1,0,"
interest on savings",yes,none,non applicable,15,priority 4,0,Good Standing
FA,162,M,Lebanon,n/a,Business Administration,UG,No,No,86.1,A-,12690,Married,Employed,0,Divorced,Employed,118054.27,0,0,0,0,none,no,"
I have a single mother covering all expenses on her own with no form of support from my father.",applicable,15,priority 4,0,Good Standing
FA,163,M,Lebanon,Mount Lebanon,Medical Audiology Sciences,UG,No,No,83.3,A-,11396,Married,Employed,31830.24,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,164,F,Lebanon,Beirut,Chemical Engineering,UG,No,No,84.6,A-,10488,Married,Employed,52975.85,Married,Employed,30344.83,0,0,0,0,none,no,"
My father is the only responsible member of my grandmother's medical expenses.",applicable,20,priority 3,0,Good Standing
FA,165,F,Lebanon,Mount Lebanon,Business Administration,UG,No,No,77.1,B ,9306,Deceased,UnEmloyed,0,Widowed,SelfEmployed,8000,0,0,0,0,"
Annual Help From family













",yes,"
Father is deceased and mother currently is unemployed, therefore, financial aid is very important for me to continue my education. Thank you.",applicable,45,priority 2,1,"Acad.Prob.1, Prev.Pr"
FA,166,F,Lebanon,Mount Lebanon,Nursing,UG,No,No,83.1,A-,9390,Married,Employed,11936.34,Married,Employed,5172.41,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,167,M,Lebanon,Beirut,Medical Laboratory Sciences,UG,No,No,3.6,A-,12210,Married,Employed,202441.84,Married,Employed,120163.49,0,0,1,0,Savings Interest,yes,none,non applicable,0,priority 4,0,Good Standing
FA,168,M,Lebanon,Mount Lebanon,English Literature,UG,No,No,81,B+,10965,Married,UnEmloyed,0,Married,Employed,12477.45,1,0,0,0,"
Income from shop rented",yes,none,non applicable,35,priority 3,1,Good Standing
FA,169,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,78.9,B ,13110,Married,Self-Employed,15915.12,Married,Employed,9283.82,2,2,3,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,170,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,94.1,A+,13110,Married,UnEmloyed,0,Married,UnEmployed,0,0,1,0,15915.12,rent 2 stores,yes,none,non applicable,45,priority 2,1,Good Standing
FA,171,F,Lebanon,Bekaa,Philosophy,UG,No,No,81,B+,10965,Married,Employed,8594.16,Married,UnEmployed,0,0,1,1,0,"Other




",yes,Elderly ill grandma with chronic diseases.,applicable,40,priority 2,1,Good Standing
FA,172,F,Lebanon,South,Nursing,UG,No,No,3.3,B+,9390,Married,Employed,21248.57,Married,Never Worked,0,0,0,0,0,none,no,none,non applicable,80,priority 1,1,Good Standing
FA,173,M,Lebanon,South,Chemical Engineering,UG,No,No,79.9,B+,13110,Married,Employed,17904.51,Married,UnEmployed,0,0,0,0,3583.29,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,174,M,Lebanon,South,Computer Science,UG,No,No,76.2,B,11625,Married,Employed,49655.17,Married,UnEmployed,0,2,0,0,0,rent of shop,yes,none,non applicable,55,priority 2,1,Good Standing
FA,175,F,Lebanon,Nabatieh,Computer & Communications Eng.,UG,No,No,77.6,B ,13110,Married,Employed,51812.33,Married,SelfEmployed,16578.25,0,2,1,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,176,F,Lebanon,n/a,Media and Communications,UG,No,No,89.8,A,10965,Married,UnEmloyed,0,Married,Never Worked,0,1,0,0,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,177,F,Lebanon,Beirut,Biology,UG,No,No,3.8,A ,11625,Married,UnEmloyed,0,Married,Employed,54177,0,0,3,0,Income from Rent of House,yes,none,non applicable,15,priority 4,0,Good Standing
FA,178,F,Lebanon,South,Landscape Architecture,UG,No,No,3.3,B+,11835,Married,Self-Employed,149204,Married,Never Worked,0,0,1,0,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,179,M,United States of America,Bekaa,Biology,UG,No,No,90.6,A,9300,Married,Retired,46371.35,Married,Never Worked,0,0,0,1,0,"
Financial Aid from AUB",yes,none,non applicable,30,priority 3,0,Good Standing
FA,180,F,Lebanon,Beirut,Biology,GR,No,No,,,5826,Married,UnEmloyed,0,Married,Employed,40116.71,0,0,2,0,blom bank,yes,none,non applicable,0,priority 4,0,Good Standing
FA,181,M,Lebanon,Beirut,Graphic Design,UG,No,No,82.6,B+,13110,Married,Employed,24270.56,Married,UnEmployed,0,0,0,1,0,Help From Brother,yes,none,non applicable,55,priority 2,1,Good Standing
FA,182,M,Lebanon,North,Chemical Engineering,UG,No,No,77.2,B ,13110,Deceased,UnEmloyed,0,Widowed,SelfEmployed,30172.41,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,183,F,Lebanon,Mount Lebanon,Business Administration,UG,No,No,77.5,B ,11844,Married,Employed,32604.76,Married,UnEmployed,0,0,1,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,184,F,Lebanon,North,Education/Elementary,UG,No,No,73.1,B-,10965,Married,Employed,120954.91,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,185,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,78.2,B ,13110,Married,UnEmloyed,0,Married,Employed,11676.72,1,0,0,0,"Annual help from family 


",yes,none,non applicable,40,priority 2,1,Good Standing
FA,186,F,Lebanon,Beirut,Electrical & Computer Eng'g,UG,No,No,79,B+,13110,Married,Employed,6631.3,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,187,F,Lebanon,Beirut,Chemical Engineering,UG,No,No,81.9,B+,13110,Married,Employed,19893.9,Married,UnEmployed,0,0,0,0,11936.34,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,188,M,Lebanon,Nabatieh,Computer Science,UG,No,No,71.5,C+,9300,Married,Employed,20460.27,Married,Employed,64053.05,0,1,0,0,"
Income",yes,"
Our grandmother lives with us which therefore adds to our expenses",applicable,35,priority 3,1,"Acad.Prob.1, Prev.Pr"
FA,189,M,Lebanon,Beirut,Chemical Engineering,UG,No,No,78.7,B ,13110,Married,Employed,79797.33,Married,UnEmployed,0,0,0,0,12000000,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,190,F,Palestine,n/a,Nutr.& Diet.Coordinated Progr.,UG,No,No,88.9,A,11835,Married,Employed,18633.95,Married,UnEmployed,0,0,0,3,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,191,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,86.8,A-,13110,Married,UnEmloyed,0,Married,Employed,9408.49,0,0,1,0,none,no,"
My father has been unemployed from 2017. We try to make ends meet through my mother's income mainly.",applicable,70,priority 1,1,Good Standing
FA,192,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,88.2,A,13110,Married,Self-Employed,29187,Married,Employed,40899.33,0,0,1,0,"Educational Benefits 

",yes,none,non applicable,50,priority 2,1,Good Standing
FA,193,F,Lebanon,South,Economics,UG,No,No,88.2,A,10965,Divorced,Employed,0,Divorced,Employed,37124.67,0,0,0,0,none,no,"
my father lives abroad and i couldn’t contact him to contribute to any tuition fees and to submit the documents required.",applicable,15,priority 4,0,Good Standing
FA,194,F,Lebanon,North,Computer & Communications Eng.,UG,No,No,77,B ,13110,Married,Employed,30636.6,Married,Employed,28826.26,0,0,1,0,"
educational benefit for school per year",yes,none,non applicable,40,priority 2,1,Good Standing
FA,195,M,Lebanon,Beirut,Industrial Engineering,UG,No,No,77.3,B ,13110,Married,Employed,76259.95,Married,UnEmployed,0,0,0,1,0,none,no,"
Mother is Diabetic type 1.",applicable,15,priority 4,0,Good Standing
FA,196,F,Lebanon,Mount Lebanon,Architecture,UG,No,No,81.1,B+,13110,Married,Employed,63023.87,Married,UnEmployed,0,0,1,1,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,197,F,United States of America,Beirut,Sociology & Anthropology,UG,No,No,84,A-,8772,Divorced,UnEmloyed,0,Divorced,Employed,47745.36,0,0,0,0,Grandparents' help,yes,none,non applicable,25,priority 3,0,Good Standing
FA,198,F,Lebanon,Beirut,Education/Elementary,UG,No,No,2.9,B,10965,Married,Employed,36990.72,Married,Never Worked,0,1,0,1,0,"
educational benefits",yes,none,non applicable,70,priority 1,1,Good Standing
FA,199,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,81.1,B+,13110,Married,Employed,79575.6,Married,Employed,36472.15,1,1,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,200,F,Syria,n/a,Medical Laboratory Sciences,UG,No,No,71.1,C+,12210,Married,Self-Employed,7161.8,Married,UnEmployed,0,0,1,1,0,"
UNHCR",yes,none,non applicable,50,priority 2,1,Good Standing
FA,201,F,Lebanon,Beirut,Electrical & Computer Eng'g,UG,No,No,81.9,B+,8740,Married,Self-Employed,65649.87,Married,SelfEmployed,7957.56,1,0,1,0,none,no,"
My sister and I are receiving a 20% financial aid from AUB each. Moreover, we have taken an annual loan of 14000000 L.L to help cover my sister's tuition fields (Lyne Hammoud ID:201902642)",applicable,20,priority 3,0,Good Standing
FA,202,F,Lebanon,Beirut,Business Administration,UG,No,No,76.4,B,12690,Married,Employed,17323.61,Married,UnEmployed,0,1,0,0,0,none,no,My father works overtime sometimes to cover the extra expenses per month.,applicable,35,priority 3,1,Good Standing
FA,203,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,77.8,B ,13110,Married,Employed,17331.56,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,204,M,Syria,n/a,Biology,UG,No,No,93.8,A+,11625,Married,Employed,23872.68,Married,UnEmployed,0,1,0,0,0,"Mother's Uncle, Louaye Moudarres",yes,none,non applicable,20,priority 3,0,Good Standing
FA,205,M,Lebanon,Beirut,Civil Engineering,UG,No,No,78.3,B ,13110,Married,UnEmloyed,0,Married,UnEmployed,83172000,1,0,3,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,206,M,Lebanon,Mount Lebanon,Business Administration,UG,No,No,69.2,C+,9306,Married,Employed,59681.7,Deceased,Never Worked,0,1,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,207,F,Egypt,South,Business Administration,UG,No,No,80.9,B+,10152,Married,Employed,33819.63,Married,UnEmployed,0,0,1,1,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,208,M,Lebanon,South,Computer & Communications Eng.,UG,No,No,86.3,A-,13110,Separated,Self-Employed,0,Married,Employed,12413.79,1,0,0,1114.06,Mother's Family,yes,none,non applicable,40,priority 2,1,Good Standing
FA,209,M,Lebanon,Bekaa,Computer & Communications Eng.,UG,No,No,71.2,C+,7866,Married,Employed,66313,Married,Employed,9946.95,0,1,0,0,none,no,none,non applicable,25,priority 3,0,"Acad.Prob.1, Prev.Pr"
FA,210,F,Lebanon,Beirut,Archaeology,UG,No,No,86.8,A-,10965,Married,UnEmloyed,8620.69,Married,SelfEmployed,8620.69,0,1,0,23872.68,"
Soubra Trading House",yes,none,non applicable,70,priority 1,1,Good Standing
FA,211,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,84,A-,13110,Married,Self-Employed,35809.02,Married,UnEmployed,0,1,0,0,34814.32,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,212,F,Lebanon,Beirut,Biochemistry,GR,No,No,,,7217,Married,Self-Employed,316512.94,Married,SelfEmployed,62979.11,0,1,3,0,Savings Interest,yes,none,non applicable,0,priority 4,0,Good Standing
FA,213,F,Lebanon,Mount Lebanon,Psychology,UG,No,No,73.5,B-,10965,Married,UnEmloyed,13394.66,Married,Employed,9600,0,0,0,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,214,F,Lebanon,North,Computer & Communications Eng.,UG,No,No,74.1,B-,12236,Married,Employed,34822.28,Married,Employed,14863.4,0,0,1,0,none,no,My mother is paid annually and not monthly since she is a contractual instructor per hour which makes our financial situation hard.,applicable,15,priority 4,0,Good Standing
FA,215,F,Lebanon,South,Business Administration,UG,No,No,85.7,A-,12690,Married,Employed,38007.96,Married,Never Worked,0,0,0,0,0,"educational benefits 












",yes,none,non applicable,45,priority 2,1,Good Standing
FA,216,F,Lebanon,South,Health Communication,UG,No,No,3,B,12210,Married,Employed,9080,Married,Employed,9080,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,217,M,Lebanon,Mount Lebanon,Applied Mathematics,UG,No,No,72.2,B-,11625,Married,Employed,31360.74,Married,Employed,40233.42,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,218,M,Palestine,Beirut,Business Administration,UG,No,No,82.4,B+,11844,Married,Employed,160556.74,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,219,F,Lebanon,Beirut,Nursing,UG,No,No,3.7,A-,9390,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,0,0,Shares profit,yes,none,non applicable,15,priority 4,0,Good Standing
FA,220,M,Lebanon,Bekaa,Biology,UG,No,No,74.4,B-,11625,Married,Self-Employed,36472,Married,UnEmployed,0,0,1,2,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,221,F,Lebanon,Beirut,Chemical Engineering,UG,No,No,3.4,A-,13110,Married,Self-Employed,11936.34,Married,Employed,46592.34,0,0,0,0,Savings interest,yes,none,non applicable,15,priority 4,0,Good Standing
FA,222,M,Lebanon,Mount Lebanon,Mathematics Science,UG,No,No,76.2,B,9300,Married,Retired,51724.14,Married,Employed,27851.46,1,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,223,F,Lebanon,Beirut,Landscape Architecture,UG,No,No,84.5,A-,11835,Married,Employed,76694.3,Married,UnEmployed,0,1,0,0,0,"Annual income from rent of assets

",yes,none,non applicable,25,priority 3,0,Good Standing
FA,224,F,Lebanon,Nabatieh,Nutrition & Dietetics,UG,No,No,75.3,B,11835,Married,Employed,68392.56,Married,UnEmployed,0,1,0,1,0,none,no,"
this year my brother got accepted in AUB as well, and he will be starting this fall in computer and communication engineering. however, my mom is unemployed.",applicable,15,priority 4,0,Good Standing
FA,225,F,Lebanon,n/a,Architecture,UG,No,No,80.8,B+,13110,Married,Self-Employed,287798.41,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,226,M,Lebanon,Beirut,Nursing,UG,No,No,3.3,B+,9390,Married,Employed,5413.79,Married,Employed,12732.1,0,0,1,11936.34,"
Rent of assets",yes,none,non applicable,30,priority 3,0,Good Standing
FA,227,M,Lebanon,Beirut,English Literature,UG,No,No,82,B+,8772,Married,UnEmloyed,0,Married,Employed,15517.24,0,1,3,3580.9,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,228,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,88.5,A,13110,Married,Employed,17904.51,Married,SelfEmployed,9946.95,1,0,0,0,"
MFE",yes,none,non applicable,45,priority 2,1,Good Standing
